"admUnitFourId","name","area","admUnitThreeId"
20758745,"Dadpur Union ",3419,"207587"
20758747,"Dharmapur Union ",11426,"207587"
20758750,"Ewazbalia Union ",10127,"207587"
20758760,"Kadir Hanif Union ",2909,"207587"
20758765,"Kaladaraf Union ",8992,"207587"
20758775,"Niazpur Union ",3989,"207587"
20758780,"Noakhali Union ",6220,"207587"
20758785,"Noannai Union ",3837,"207587"
20758790,"Purba Char Matua Union ",5027,"207587"
20840701,"Ward No-01 ",NA,"208407"
20840702,"Ward No-02 ",NA,"208407"
20840703,"Ward No-03 ",NA,"208407"
20840704,"Ward No-04 ",NA,"208407"
20840705,"Ward No-05 ",NA,"208407"
20840706,"Ward No-06 ",NA,"208407"
20840707,"Ward No-07 ",NA,"208407"
20840708,"Ward No-08 ",NA,"208407"
20840709,"Ward No-09 ",NA,"208407"
20840710,"Amtali Union ",3000,"208407"
20840711,"Baghai Chhari Union ",11044,"208407"
20840723,"Bangaltali Union ",5376,"208407"
20840735,"Sarboatali Union ",3304,"208407"
20840747,"Kedarmara Union ",6530,"208407"
20840759,"Marishya Union ",2858,"208407"
20840771,"Rupakari Union ",3317,"208407"
20840783,"Sajek Union ",437760,"208407"
20842115,"Aima Chhara Union ",34420,"208421"
20842131,"Bara Harina Union ",39680,"208421"
20842147,"Barkal Union ",33920,"208421"
20842163,"Bhushan Chhara Union ",49280,"208421"
20842179,"Shublong Union ",30720,"208421"
20842519,"Betbunia Union ",19840,"208425"
20842538,"Fatik Chhari Union ",19200,"208425"
20842557,"Ghagra Union ",30080,"208425"
20842576,"Kalampati Union ",14720,"208425"
20842923,"Belai Chhari Union ",21120,"208429"
20842947,"Farua Union ",137600,"208429"
20842971,"Kangara Chhari Union ",25600,"208429"
20843619,"Chandraghona Union ",4992,"208436"
20843638,"Chitmaram Union ",14874,"208436"
20843657,"Kaptai Union ",19782,"208436"
20843676,"Raikhali Union ",20806,"208436"
20843686,"Wagga Union ",7066,"208436"
20844719,"Banjugi Chhara Union ",10240,"208447"
20844738,"Dumdumya Union ",78080,"208447"
20844757,"Jurai Chhari Union ",23040,"208447"
20844776,"Maidang Union ",38400,"208447"
20845813,"Atarak Chara Union ",16315,"208458"
20845827,"Bhasanya Adam Union ",22887,"208458"
20845840,"Bagachatar Union ",17043,"208458"
20845854,"Gulshakhali Union ",28410,"208458"
20845860,"Kalapakurjya Union ",3001,"208458"
20845867,"Langadu Union ",35447,"208458"
20845881,"Mayanimukh Union ",5483,"208458"
20847519,"Burighat Union ",20486,"208475"
20847538,"Ghila Chhari Union ",20390,"208475"
20847557,"Naniarchar Union ",25498,"208475"
20847576,"Sabekhyong Union ",29491,"208475"
20847823,"Bangalhalia Union ",6688,"208478"
20847846,"Ghila Chhari Union ",14240,"208478"
20847871,"Gainda Union ",10080,"208478"
20848701,"Ward No-01 ",NA,"208487"
20848702,"Ward No-02 ",NA,"208487"
20848703,"Ward No-03 ",NA,"208487"
20848704,"Ward No-04 ",NA,"208487"
20848705,"Ward No-05 ",NA,"208487"
20848706,"Ward No-06 ",NA,"208487"
20848707,"Ward No-07 ",NA,"208487"
20848708,"Ward No-08 ",NA,"208487"
20848709,"Ward No-09 ",NA,"208487"
20848713,"Banduk Bhanga Union ",20480,"208487"
20848727,"Balukhali Union ",35450,"208487"
20848740,"Jibtali Union ",13440,"208487"
20848754,"Kutuk Chhari Union ",11520,"208487"
20848767,"Magban Union ",20480,"208487"
20848781,"Sapchhari Union ",9600,"208487"
20040431,"Alikadam Union ",186880,"200404"
20040463,"Chokhyong Union ",32000,"200404"
20041401,"Ward No-01 ",NA,"200414"
20041402,"Ward No-02 ",NA,"200414"
20041403,"Ward No-03 ",NA,"200414"
20041404,"Ward No-04 ",NA,"200414"
20041405,"Ward No-05 ",NA,"200414"
20041406,"Ward No-06 ",NA,"200414"
20041407,"Ward No-07 ",NA,"200414"
20041408,"Ward No-08 ",NA,"200414"
20041409,"Ward No-09 ",NA,"200414"
20041415,"Bandarban Union ",14088,"200414"
20041431,"Kuhalong Union ",20745,"200414"
20041447,"Rajbila Union ",25158,"200414"
20041463,"Suwalak Union ",18283,"200414"
20041479,"Tankabati Union ",37726,"200414"
20041479,"Tankabati Union ",37726,"200414"
20045101,"Ward No-01 ",NA,"200451"
20045102,"Ward No-02 ",NA,"200451"
20045103,"Ward No-03 ",NA,"200451"
20045104,"Ward No-04 ",NA,"200451"
20045105,"Ward No-05 ",NA,"200451"
20045106,"Ward No-06 ",NA,"200451"
20045107,"Ward No-07 ",NA,"200451"
20045108,"Ward No-08 ",NA,"200451"
20045109,"Ward No-09 ",NA,"200451"
20045115,"Aziznagar Union ",23680,"200451"
20045127,"Faitang Union ",16000,"200451"
20045131,"Fasyakhali Union ",47360,"200451"
20045147,"Gajalia Union ",30720,"200451"
20045163,"Lama Union ",18560,"200451"
20045168,"Rupshipara Union ",22400,"200451"
20045179,"Sarai Union ",23040,"200451"
20047319,"Baishari Union ",32000,"200473"
20047338,"Dochhari Union ",43520,"200473"
20047376,"Naikhongchhari Union ",23040,"200473"
20048919,"Alikhong Union ",28160,"200489"
20048938,"Nowa Patang Union ",17920,"200489"
20048957,"Rowangchhari Union ",31360,"200489"
20048976,"Tarachha Union ",32000,"200489"
20049119,"Ghalangya Union ",35200,"200491"
20049138,"Paindu Union ",33280,"200491"
20049157,"Remakri Pransa Union ",20480,"200491"
20049519,"Balipara Union ",15360,"200495"
20049538,"Remakry Union ",24320,"200495"
20049557,"Thanchi Union ",69210,"200495"
20049576,"Tindu Union ",112640,"200495"
20221601,"Ward No-01 ",NA,"202216"
20221602,"Ward No-02 ",NA,"202216"
20221603,"Ward No-03 ",NA,"202216"
20221604,"Ward No-04 ",NA,"202216"
20221605,"Ward No-05 ",NA,"202216"
20221606,"Ward No-06 ",NA,"202216"
20221607,"Ward No-07 ",NA,"202216"
20221608,"Ward No-08 ",NA,"202216"
20221609,"Ward No-09 ",NA,"202216"
20221610,"Badarkhali Union ",4380,"202216"
20221612,"Bamo Bilchari Union ",3505,"202216"
20221616,"Baraitali Union ",6501,"202216"
20221622,"Bheola Manik Char Union ",6321,"202216"
20221627,"Chiringa Union ",7829,"202216"
20221631,"Demusia Union ",2462,"202216"
20221633,"Dulahazara Union ",10501,"202216"
20221639,"Purba Barabheola Union ",2143,"202216"
20221644,"Fasiakhali Union ",4405,"202216"
20221650,"Harbang Union ",17099,"202216"
20221655,"Kakhara Union ",10585,"202216"
20221661,"Kaiarbil Union ",1970,"202216"
20221667,"Khuntakhali Union ",19249,"202216"
20221669,"Konakhali Union ",2781,"202216"
20221672,"Lakhyarchar Union ",1224,"202216"
20221680,"Saharbil Union ",10249,"202216"
20221687,"Surajpur Manikpur Union ",3738,"202216"
20221694,"Paschim Bara Bheola Union ",6017,"202216"
20222401,"Ward No-01 ",NA,"202224"
20222402,"Ward No-02 ",NA,"202224"
20222403,"Ward No-03 ",NA,"202224"
20222404,"Ward No-04 ",NA,"202224"
20222405,"Ward No-05 ",NA,"202224"
20222406,"Ward No-06 ",NA,"202224"
20222407,"Ward No-07 ",NA,"202224"
20222408,"Ward No-08 ",NA,"202224"
20222409,"Ward No-09 ",NA,"202224"
20222410,"Ward No-10 ",NA,"202224"
20222411,"Ward No-11 ",NA,"202224"
20222412,"Ward No-12 ",NA,"202224"
20222420,"Bharuakhali Union ",3787,"202224"
20222422,"Chaufaldandi Union ",3635,"202224"
20222435,"Idgaon Union ",12485,"202224"
20222438,"Islampur Union ",2149,"202224"
20222442,"Islamabad Union ",968,"202224"
20222445,"Jalalabad Union ",NA,"202224"
20222447,"Jhilwanja Union ",7695,"202224"
20222459,"Khurushkul Union ",5848,"202224"
20222471,"Patali Machhuakhali Union ",6723,"202224"
20222483,"Pokkhali Union ",5654,"202224"
20224513,"Ali Akbar Deil Union ",2610,"202245"
20224527,"Baraghop Union ",1415,"202245"
20224540,"Dakshin Dhurung Union ",1486,"202245"
20224554,"Kaiyarbil Union ",892,"202245"
20224567,"Lemsikhali Union ",2068,"202245"
20224581,"Uttar Dhurung Union ",2850,"202245"
20224901,"Ward No-01 ",NA,"202249"
20224902,"Ward No-02 ",NA,"202249"
20224903,"Ward No-03 ",NA,"202249"
20224904,"Ward No-04 ",NA,"202249"
20224905,"Ward No-05 ",NA,"202249"
20224906,"Ward No-06 ",NA,"202249"
20224907,"Ward No-07 ",NA,"202249"
20224908,"Ward No-08 ",NA,"202249"
20224909,"Ward No-09 ",NA,"202249"
20224911,"Bara Maheskhali Union ",3706,"202249"
20224918,"Chhotamohes Khali Union ",2722,"202249"
20224923,"Dhalghata Union ",494,"202249"
20224947,"Hoanak Union ",9195,"202249"
20224959,"Kalarmarchhara Union ",7174,"202249"
20224962,"Kutubjom Union ",7527,"202249"
20224971,"Matarbari Union ",6682,"202249"
20224983,"Saflapur Union ",34077,"202249"
20225611,"Bara Bakia Union ",3469,"202256"
20225655,"Ujantia Union ",7073,"202256"
20225678,"Magnama Union ",5302,"202256"
20225683,"Pekua Union ",7266,"202256"
20225689,"Rajakhali Union ",4377,"202256"
20225693,"Shilkhali Union ",1975,"202256"
20225696,"Taitong Union ",5056,"202256"
20226613,"Chakmarkul Union ",1802,"202266"
20226615,"Fatekharkul Union ",2435,"202266"
20226619,"Garjania Union ",15929,"202266"
20226628,"Idgar Union ",12865,"202266"
20226638,"Joarianala Union ",8411,"202266"
20226647,"Kachhapia Union ",10770,"202266"
20226657,"Khuniapalong Union ",19018,"202266"
20226666,"Kauarkhop Union ",6144,"202266"
20226670,"Rashid Nagar Union ",4245,"202266"
20226676,"Rajarkul Union ",5087,"202266"
20226685,"Dakshin Mithachhari Union ",10088,"202266"
20229001,"Ward No-01 ",NA,"202290"
20229002,"Ward No-02 ",NA,"202290"
20229003,"Ward No-03 ",NA,"202290"
20229004,"Ward No-04 ",NA,"202290"
20229005,"Ward No-05 ",NA,"202290"
20229006,"Ward No-06 ",NA,"202290"
20229007,"Ward No-07 ",NA,"202290"
20229008,"Ward No-08 ",NA,"202290"
20229009,"Ward No-09 ",NA,"202290"
20229015,"Baharchhara Union ",3783,"202290"
20229031,"Nhilla Union ",17125,"202290"
20229039,"St.Martin Dwip Union ",835,"202290"
20229047,"Sabrang Union ",16486,"202290"
20229063,"Teknaf Union ",25018,"202290"
20229079,"Whykong Union ",31582,"202290"
20229415,"Haldia Palong Union ",16699,"202294"
20229431,"Jalia Palong Union ",6474,"202294"
20229447,"Raja Palong Union ",9735,"202294"
20229463,"Ratna Palong Union ",5108,"202294"
20229479,"Palong Khali Union ",33442,"202294"
30390711,"Bagar Char Union ",8854,"303907"
30390723,"Bakshiganj Union ",7572,"303907"
30390735,"Battajore Union ",6306,"303907"
30390747,"Dhanua Union ",6865,"303907"
30390759,"Merur Char Union ",10281,"303907"
30390771,"Nilakshmia Union ",5227,"303907"
30390783,"Sadhur Para Union ",13781,"303907"
30391501,"Ward No-01 ",NA,"303915"
30391502,"Ward No-02 ",NA,"303915"
30391503,"Ward No-03 ",NA,"303915"
30391504,"Ward No-04 ",NA,"303915"
30391505,"Ward No-05 ",NA,"303915"
30391506,"Ward No-06 ",NA,"303915"
30391507,"Ward No-07 ",NA,"303915"
30391508,"Ward No-08 ",NA,"303915"
30391509,"Ward No-09 ",NA,"303915"
30391517,"Bahadurabad Union ",10816,"303915"
30391529,"Char Aomkhaoa Union ",8848,"303915"
30391536,"Chikajani Union ",6155,"303915"
30391543,"Chukaibari Union ",5253,"303915"
30391551,"Dangdhara Union ",11264,"303915"
30391558,"Dewanganj Union ",6051,"303915"
30391565,"Hatebhanga Union ",6051,"303915"
30391587,"Par Ramrampur Union ",9194,"303915"
30392901,"Ward No-01 ",NA,"303929"
30392902,"Ward No-02 ",NA,"303929"
30392903,"Ward No-03 ",NA,"303929"
30392904,"Ward No-04 ",NA,"303929"
30392905,"Ward No-05 ",NA,"303929"
30392906,"Ward No-06 ",NA,"303929"
30392907,"Ward No-07 ",NA,"303929"
30392908,"Ward No-08 ",NA,"303929"
30392909,"Ward No-09 ",NA,"303929"
30392913,"Belgachha Union ",8312,"303929"
30392915,"Char Goalini Union ",4392,"303929"
30392923,"Char Putimari Union ",8585,"303929"
30392931,"Chinadulli Union ",5933,"303929"
30392939,"Gaibandha Union ",8871,"303929"
30392947,"Goaler Char Union ",7591,"303929"
30392955,"Islampur Union ",3717,"303929"
30392963,"Kulkandi Union ",7024,"303929"
30392971,"Noarpara Union ",8217,"303929"
30392979,"Palbandha Union ",3744,"303929"
30392987,"Patharsi Union ",8451,"303929"
30392994,"Sapdhari Union ",8352,"303929"
30393601,"Ward No-01 ",NA,"303936"
30393602,"Ward No-02 ",NA,"303936"
30393603,"Ward No-03 ",NA,"303936"
30393604,"Ward No-04 ",NA,"303936"
30393605,"Ward No-05 ",NA,"303936"
30393606,"Ward No-06 ",NA,"303936"
30393607,"Ward No-07 ",NA,"303936"
30393608,"Ward No-08 ",NA,"303936"
30393609,"Ward No-09 ",NA,"303936"
30393610,"Ward No-10 ",NA,"303936"
30393611,"Ward No-11 ",NA,"303936"
30393612,"Ward No-12 ",NA,"303936"
30393613,"Banshchara Union ",8948,"303936"
30393617,"Ghoradhap Union ",7423,"303936"
30393619,"Digpaith Union ",6485,"303936"
30393623,"Itail Union ",6371,"303936"
30393635,"Kendua Union ",7284,"303936"
30393641,"Lakshmir Char Union ",6424,"303936"
30393647,"Meshta Union ",7250,"303936"
30393653,"Narundi Union ",6684,"303936"
30393659,"Ranagachha Union ",7402,"303936"
30393665,"Rashidpur Union ",6861,"303936"
30393671,"Sahabajpur Union ",8615,"303936"
30393677,"Sharifpur Union ",7951,"303936"
30393683,"Sreepur Union ",7527,"303936"
30393689,"Titpalla Union ",7649,"303936"
30393695,"Tulsir Char Union ",9822,"303936"
30395801,"Ward No-01 ",NA,"303958"
30395802,"Ward No-02 ",NA,"303958"
30395803,"Ward No-03 ",NA,"303958"
30395804,"Ward No-04 ",NA,"303958"
30395805,"Ward No-05 ",NA,"303958"
30395806,"Ward No-06 ",NA,"303958"
30395807,"Ward No-07 ",NA,"303958"
30395808,"Ward No-08 ",NA,"303958"
30395809,"Ward No-09 ",NA,"303958"
30395811,"Adarbhita Union ",7170,"303958"
30395823,"Balijuri Union ",7493,"303958"
30395835,"Char Pakerdaha Union ",8182,"303958"
30395847,"Gunaritala Union ",7505,"303958"
30395859,"Jorekhali Union ",10516,"303958"
30395871,"Karaichara Union ",7538,"303958"
30395883,"Sidhuli Union ",4625,"303958"
30396101,"Ward No-01 ",NA,"303961"
30396102,"Ward No-02 ",NA,"303961"
30396103,"Ward No-03 ",NA,"303961"
30396104,"Ward No-04 ",NA,"303961"
30396105,"Ward No-05 ",NA,"303961"
30396106,"Ward No-06 ",NA,"303961"
30396107,"Ward No-07 ",NA,"303961"
30396108,"Ward No-08 ",NA,"303961"
30396109,"Ward No-09 ",NA,"303961"
30396117,"Adra Union ",4735,"303961"
30396119,"Char Banipakuri Union ",6469,"303961"
30396128,"Durmut Union ",4152,"303961"
30396138,"Fulkocha Union ",4741,"303961"
30396147,"Ghosher Para Union ",7581,"303961"
30396157,"Jhaugara Union ",5391,"303961"
30396166,"Kulia Union ",5489,"303961"
30396176,"Mahmudpur Union ",8272,"303961"
30396185,"Nangla Union ",3955,"303961"
30396195,"Nayanagar Union ",4747,"303961"
30396197,"Shaympur Union ",4460,"303961"
30398501,"Ward No-01 ",NA,"303985"
30398502,"Ward No-02 ",NA,"303985"
30398503,"Ward No-03 ",NA,"303985"
30398504,"Ward No-04 ",NA,"303985"
30398505,"Ward No-05 ",NA,"303985"
30398506,"Ward No-06 ",NA,"303985"
30398507,"Ward No-07 ",NA,"303985"
30398508,"Ward No-08 ",NA,"303985"
30398509,"Ward No-09 ",NA,"303985"
30398510,"Aona Union ",7552,"303985"
30398521,"Bhatara Union ",6381,"303985"
30398531,"Doail Union ",8244,"303985"
30398542,"Kamrabad Union ",4269,"303985"
30398552,"Mahadan Union ",6563,"303985"
30398563,"Pingna Union ",7205,"303985"
30398573,"Pogaldigha Union ",9883,"303985"
30398584,"Satpoa Union ",9535,"303985"
30544001,"Ward No-01 ",NA,"305440"
30544002,"Ward No-02 ",NA,"305440"
30544003,"Ward No-03 ",NA,"305440"
30544004,"Ward No-04 ",NA,"305440"
30544005,"Ward No-05 ",NA,"305440"
30544006,"Ward No-06 ",NA,"305440"
30544007,"Ward No-07 ",NA,"305440"
30544008,"Ward No-08 ",NA,"305440"
30544009,"Ward No-09 ",NA,"305440"
30544011,"Alinagar Union ",4940,"305440"
30544012,"Baligram Union ",5756,"305440"
30544018,"Banshgari Union ",6435,"305440"
30544025,"Char Daulat Khan Union ",3242,"305440"
30544031,"Dasar Union ",3966,"305440"
30544037,"Enayetnagar Union ",5785,"305440"
30544044,"Gopalpur Union ",1695,"305440"
30544056,"Kayaria Union ",5275,"305440"
30544063,"Kazibakai Union ",2581,"305440"
30544069,"Lakshmipur Union ",4926,"305440"
30544075,"Nabagram Union ",4801,"305440"
30544082,"Ramjanpur Union ",4817,"305440"
30544088,"Sahebrampur Union ",5668,"305440"
30544094,"Shikar Mangal Union ",2525,"305440"
30545401,"Ward No-01 ",NA,"305454"
30545402,"Ward No-02 ",NA,"305454"
30545403,"Ward No-03 ",NA,"305454"
30545404,"Ward No-04 ",NA,"305454"
30545405,"Ward No-05 ",NA,"305454"
30545406,"Ward No-06 ",NA,"305454"
30545407,"Ward No-07 ",NA,"305454"
30545408,"Ward No-08 ",NA,"305454"
30545409,"Ward No-09 ",NA,"305454"
30545410,"Bahadurpur Union ",2531,"305454"
30545411,"Chilar Char Union ",5372,"305454"
30545417,"Dhurail Union ",3293,"305454"
30545423,"Dudkhali Union ",3733,"305454"
30545429,"Ghatmajhi Union ",4167,"305454"
30545435,"Jhaudi Union ",4677,"305454"
30545441,"Kalikapur Union ",5186,"305454"
30545447,"Kendua Union ",5890,"305454"
30545453,"Khoajpur Union ",6387,"305454"
30545459,"Kunia Union ",4094,"305454"
30545471,"Mustafapur Union ",4412,"305454"
30545477,"Panchkhola Union ",6045,"305454"
30545483,"Pearpur Union ",3450,"305454"
30545489,"Rasti Union ",1806,"305454"
30545494,"Sirkhara Union ",5252,"305454"
30548013,"Amgram Union ",8994,"305480"
30548019,"Badar Pasha Union ",5878,"305480"
30548028,"Bajitpur Union ",5207,"305480"
30548031,"Haridasdi Mahendradi Union ",2311,"305480"
30548038,"Hossainpur Union ",2785,"305480"
30548047,"Isibpur Union ",4464,"305480"
30548057,"Kabirajpur Union ",3237,"305480"
30548066,"Kadambari Union ",10224,"305480"
30548076,"Khalia Union ",5484,"305480"
30548085,"Paik Para Union ",3990,"305480"
30548095,"Rajoir Union ",4082,"305480"
30548701,"Ward No-01 ",NA,"305487"
30548702,"Ward No-02 ",NA,"305487"
30548703,"Ward No-03 ",NA,"305487"
30548704,"Ward No-04 ",NA,"305487"
30548705,"Ward No-05 ",NA,"305487"
30548706,"Ward No-06 ",NA,"305487"
30548707,"Ward No-07 ",NA,"305487"
30548708,"Ward No-08 ",NA,"305487"
30548709,"Ward No-09 ",NA,"305487"
30548711,"Bandarkhola Union ",3458,"305487"
30548713,"Banshkandi Union ",4787,"305487"
30548715,"Bayratala Dakshin Union ",2308,"305487"
30548718,"Bayratala Uttar Union ",3107,"305487"
30548721,"Bhadrasan Union ",2371,"305487"
30548726,"Bhandarikandi Union ",3357,"305487"
30548731,"Char Janajat Union ",7892,"305487"
30548736,"Datta Para Union ",6092,"305487"
30548742,"Ditiyakhanda Union ",1939,"305487"
30548747,"Kadirpur Union ",4930,"305487"
30548752,"Kanthalbari Union ",9179,"305487"
30548758,"Kutubpur Union ",3775,"305487"
30548763,"Matbarer Char Union ",5252,"305487"
30548768,"Nilakhi Union ",3728,"305487"
30548773,"Panch Char Union ",3440,"305487"
30548779,"Sannyasir Char Union ",4592,"305487"
30548784,"Shibchar Union ",1319,"305487"
30548789,"Siruail Union ",3898,"305487"
30548794,"Umedpur Union ",4856,"305487"
30561017,"Bachamara Union ",9652,"305610"
30561019,"Baghutia Union ",11586,"305610"
30561028,"Chak Mirpur Union ",6097,"305610"
30561038,"Charkatari Union ",4698,"305610"
30561057,"Dhamsar Union ",5760,"305610"
30561066,"Jiyanpur Union ",4903,"305610"
30561076,"Kalia Union ",5666,"305610"
30561085,"Khalsi Union ",5591,"305610"
30562211,"Baliakhora Union ",5536,"305622"
30562223,"Baniajuri Union ",4844,"305622"
30562235,"Baratia Union ",5137,"305622"
30562247,"Ghior Union ",5015,"305622"
30562259,"Nali Union ",4877,"305622"
30562271,"Paila Union ",5841,"305622"
30562283,"Singjuri Union ",5549,"305622"
30562811,"Azimnagar Union ",3565,"305628"
30562814,"Balla Union ",4300,"305628"
30562821,"Balara Union ",2920,"305628"
30562829,"Boyra Union ",3945,"305628"
30562836,"Chala Union ",4465,"305628"
30562843,"Dhulsunra Union ",5030,"305628"
30562851,"Gala Union ",4950,"305628"
30562858,"Gopinathpur Union ",3975,"305628"
30562865,"Harukandi Union ",4230,"305628"
30562873,"Kanchanpur Union ",7770,"305628"
30562880,"Lesraganj Union ",2760,"305628"
30562887,"Ramkrishnapur Union ",8370,"305628"
30562894,"Sutalari Union ",4090,"305628"
30564601,"Ward No-01 ",NA,"305646"
30564602,"Ward No-02 ",NA,"305646"
30564603,"Ward No-03 ",NA,"305646"
30564604,"Ward No-04 ",NA,"305646"
30564605,"Ward No-05 ",NA,"305646"
30564606,"Ward No-06 ",NA,"305646"
30564607,"Ward No-07 ",NA,"305646"
30564608,"Ward No-08 ",NA,"305646"
30564609,"Ward No-09 ",NA,"305646"
30564611,"Betila Mitara Union ",4734,"305646"
30564613,"Atigram Union ",5776,"305646"
30564615,"Bhararia Union ",4585,"305646"
30564623,"Dighi Union ",2601,"305646"
30564631,"Garpara Union ",3818,"305646"
30564639,"Hati Para Union ",5614,"305646"
30564655,"Jaigir Union ",3952,"305646"
30564671,"Krishnapur Union ",6267,"305646"
30564687,"Nabagram Union ",4612,"305646"
30564694,"Putail Union ",5492,"305646"
30567019,"Baliati Union ",2683,"305670"
30567028,"Baraid Union ",4641,"305670"
30567038,"Daragram Union ",3971,"305670"
30567047,"Dighalia Union ",3227,"305670"
30567057,"Dhankora Union ",5051,"305670"
30567066,"Fukurhati Union ",3341,"305670"
30567076,"Hargaz Union ",2828,"305670"
30567085,"Saturia Union ",3312,"305670"
30567095,"Tilli Union ",5105,"305670"
30567811,"Arua Union ",5436,"305678"
30567823,"Mohadebpur Union ",5200,"305678"
30567835,"Shimulia Union ",6846,"305678"
30567847,"Shibalaya Union ",6559,"305678"
30567859,"Teota Union ",14254,"305678"
30567871,"Ulail Union ",5150,"305678"
30567883,"Uthali Union ",5774,"305678"
30568201,"Ward No-01 ",NA,"305682"
30568202,"Ward No-02 ",NA,"305682"
30568203,"Ward No-03 ",NA,"305682"
30568204,"Ward No-04 ",NA,"305682"
30568205,"Ward No-05 ",NA,"305682"
30568206,"Ward No-06 ",NA,"305682"
30568207,"Ward No-07 ",NA,"305682"
30568208,"Ward No-08 ",NA,"305682"
30568209,"Ward No-09 ",NA,"305682"
30568217,"Baldhara Union ",6720,"305682"
30568219,"Boyra Union ",3679,"305682"
30568225,"Chandhar Union ",6782,"305682"
30568234,"Charigram Union ",2880,"305682"
30568243,"Dhalla Union ",5542,"305682"
30568251,"Joy Mantap Union ",4412,"305682"
30568260,"Jamirta Union ",4138,"305682"
30568269,"Jamsha Union ",5440,"305682"
30568277,"Saista Union ",5117,"305682"
30568286,"Singair Union ",2717,"305682"
30568294,"Talibpur Union ",4150,"305682"
30260243,"Ward No-43 ",NA,"302602"
30260246,"Ward No-46 (Part) ",NA,"302602"
30260413,"Badda Union ",1978,"302604"
30260417,"Ward No-17 (Part) ",NA,"302604"
30260419,"Beraid Union ",1536,"302604"
30260421,"Ward No-21 ",NA,"302604"
30260457,"Bhatara Union ",1889,"302604"
30260482,"Satarkul Union ",2077,"302604"
30260563,"Ward No-63 (Part) ",NA,"302605"
30260566,"Ward No-66 (Part) ",NA,"302605"
30260567,"Ward No-67 (Part) ",NA,"302605"
30260568,"Ward No-68(Part) ",NA,"302605"
30260569,"Ward No-69 ",NA,"302605"
30260570,"Ward No-70 ",NA,"302605"
30260571,"Ward No-71(Part) ",NA,"302605"
30260601,"Ward No-01(Part) ",NA,"302606"
30260638,"Dakshinkhan(Part) Union ",NA,"302606"
30260698,"Ward No-98(Rest. Area Part) ",NA,"302606"
30260815,"Ward No-15 (Part) ",NA,"302608"
30260898,"Ward No-98 (Rest. Area) ",NA,"302608"
30260963,"Ward No-63 (Part) ",NA,"302609"
30260964,"Ward No-64 ",NA,"302609"
30260965,"Ward No-65 ",NA,"302609"
30260966,"Ward No-66 (Part) ",NA,"302609"
30260967,"Ward No-67 (Part) ",NA,"302609"
30261038,"Dakshinkhan(Part) Union ",NA,"302610"
30261109,"Ward No-09 ",NA,"302611"
30261110,"Ward No-10 ",NA,"302611"
30261265,"Demra Union ",3215,"302612"
30261280,"Matuail (Part) Union ",NA,"302612"
30261293,"Saralia Union ",1855,"302612"
30261401,"Ward No-01 ",NA,"302614"
30261402,"Ward No-02 ",NA,"302614"
30261403,"Ward No-03 ",NA,"302614"
30261404,"Ward No-04 ",NA,"302614"
30261405,"Ward No-05 ",NA,"302614"
30261406,"Ward No-06 ",NA,"302614"
30261407,"Ward No-07 ",NA,"302614"
30261408,"Ward No-08 ",NA,"302614"
30261409,"Ward No-09 ",NA,"302614"
30261410,"Amta Union ",3281,"302614"
30261411,"Baisakanda Union ",4514,"302614"
30261417,"Balia Union ",3757,"302614"
30261423,"Bhararia Union ",3819,"302614"
30261429,"Chauhat Union ",4871,"302614"
30261435,"Dhamrai Union ",1512,"302614"
30261441,"Gangutia Union ",3629,"302614"
30261447,"Jadabpur Union ",4753,"302614"
30261453,"Kulla Union ",8491,"302614"
30261459,"Kushura Union ",6102,"302614"
30261465,"Nannar Union ",4080,"302614"
30261471,"Rowail Union ",5346,"302614"
30261477,"Sanora Union ",4371,"302614"
30261483,"Sombhag Union ",5464,"302614"
30261488,"Suapur Union ",3596,"302614"
30261494,"Suti Para Union ",5809,"302614"
30261647,"Ward No-47(Part) ",NA,"302616"
30261648,"Ward No-48(Part) ",NA,"302616"
30261649,"Ward No-49 ",NA,"302616"
30261801,"Ward No-01 ",NA,"302618"
30261802,"Ward No-02 ",NA,"302618"
30261803,"Ward No-03 ",NA,"302618"
30261804,"Ward No-04 ",NA,"302618"
30261805,"Ward No-05 ",NA,"302618"
30261806,"Ward No-06 ",NA,"302618"
30261807,"Ward No-07 ",NA,"302618"
30261808,"Ward No-08 ",NA,"302618"
30261809,"Ward No-09 ",NA,"302618"
30261813,"Bilaspur Union ",2518,"302618"
30261821,"Kushumhati Union ",3551,"302618"
30261831,"Mahmudpur Union ",2966,"302618"
30261842,"Muksudpur Union ",3691,"302618"
30261852,"Narisha Union ",5663,"302618"
30261863,"Nayabari Union ",2636,"302618"
30261873,"Roypara Union ",1782,"302618"
30261884,"Sutar Para Union ",4404,"302618"
30262476,"Ward No-76 (Part) ",NA,"302624"
30262480,"Ward No-80 (Part) ",NA,"302624"
30262481,"Ward No-81 ",NA,"302624"
30262482,"Ward No-82 ",NA,"302624"
30262618,"Ward No-18 ",NA,"302626"
30262619,"Ward No-19 (Part) ",NA,"302626"
30262620,"Ward No-20 (Part) ",NA,"302626"
30262846,"Ward No-46 (Part) ",NA,"302628"
30262848,"Ward No-48(Part) ",NA,"302628"
30262858,"Ward No-58 ",NA,"302628"
30262935,"Dhania (Part) Union ",NA,"302629"
30262976,"Ward No-76 (Part) ",NA,"302629"
30262980,"Matuail (Part) Union ",NA,"302629"
30262984,"Ward No-84 ",NA,"302629"
